source_file,vigencia_desde,categoria,subcategoria,codigo,descripcion,presentacion,precio_mxn,precio_tipo,contado_mxn,meses_12_mxn,meses_18_mxn,notas
PRECIOS 2026.pdf,2026-02-01,Consumibles,,BO11493,A15/A25-50mL BOTTLE WITH CAP (10 UNITS),,4267.0,lista,,,,Más IVA
PRECIOS 2026.pdf,2026-02-01,Consumibles,,BO11494,A15/A25-20mL BOTTLE WITH CAP (10 UNITS),,2910.0,lista,,,,Más IVA
PRECIOS 2026.pdf,2026-02-01,Consumibles,,BO11524,CONCENTRATED SYSTEM LIQUID BSA 1 L,,1777.0,lista,,,,Más IVA
PRECIOS 2026.pdf,2026-02-01,Consumibles,,BO13416,CONCENTRATED WASHING SOLUTION BSA 100 mL,,1941.0,lista,,,,Más IVA
PRECIOS 2026.pdf,2026-02-01,Consumibles,,LA10418U,HALOGEN LAMP 12V/20W (1 UNID) - A25,,1321.0,lista,,,,Más IVA
PRECIOS 2026.pdf,2026-02-01,Consumibles,,LA10429U,6V/10W HAL.LAMPS PACK (1 UNIT) - A15,,803.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,Consumibles iPRO,44592,PBS BUFFER (10X) 100 ML,,495.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,Consumibles iPRO,AC14682,TUBO PARA DILUCIÓN 1.1ML STIRIPS 1000 PZAS,,2407.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,Consumibles iPRO,BO13416,SOLUCIÓN DE LAVADO CONCENTRADA 100 ML,,1884.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44750,AC. ANTI-SSB (La) 96 tests,,4950.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44754,AC. ANTI-tTRANSGLUTAMINASA (IgA) 96 tests,,4980.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44755,AC. ANTI-Sm 96 tests,,4950.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44765,AC. ANTI-SSA (Ro) 96 tests,,4950.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44770,AC. ANTI-Sm/RNP 96 tests,,4950.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44780,AC. ANTI-CARDIOLIPINA (IgG/IgM) 96 tests,,5500.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44785,ANA-SCREENING 96 tests,,5200.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44798,AC. ANTI-tTRANSGLUTAMINASA (IgG) 96 tests,,4980.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44860,AC. ANTI-PROTEÍNA CITRULINADA (IgG) 96 tests,,4500.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44863,AC. ANTI-Scl70 96 tests,,5500.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44864,AC. ANTI-Jo1 96 tests,,4800.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44865,AC. ANTI-CENTRÓMERO B (CENP-B) 96 tests,,4800.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44867,AC. ANTI-FOSFOLÍPIDO (IgG/IgM) 96 tests,,5200.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44868,AC. ANTI-ß2-GLICOPROTEÍNA 1 (IgG/IgM) 96 tests,,4900.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,ELISAS,44872,AC. ANTI-SACCHAROMYCES CEREVISIAE (ASCA-IgG/IgA) 96 tests,,6200.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,EQUIPOS DE PROCESO,84101,"PROCESADOR AUTOMATIZADO DE IFI, iPRO V2",,441914.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,EQUIPOS DE PROCESO,84201,MICROSCOPIO DE EPIFLUORESCENCIA (LED) IMLD,,91260.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,EQUIPOS DE PROCESO,AC17454,CAMARA BIOS ISCOPE PARA IMLD,,45000.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,EQUIPOS DE PROCESO,ME15039,IMLD OBJETIVO 100X,,11405.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,IFI veterinaria,44955,"kit completo, 10 portaobjetos de 12 pocillos",,11788.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,INMUNOFLUORESCENCIA IFI,44508,"KIT completo,10 portaobjetos de 6 pocillos.",,3280.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,INMUNOFLUORESCENCIA IFI,44509,"KIT completo,10 portaobjetos de 12 pocillos.",,6560.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,INMUNOFLUORESCENCIA IFI,44818,"Kit completo,10 portaobjetos de 6 pocillos",,3800.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,INMUNOFLUORESCENCIA IFI,44851,"ETANOL Kit completo,10 portaobjetos de 6 pocillos",,7840.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,INMUNOFLUORESCENCIA IFI,44898,"FORMALINA Kit completo,10 portaobjetos de 6 pocillos",,6960.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,INMUNOFLUORESCENCIA IFI TEJIDOS,44548,"Kit completo, 12 portaobjetos de 4 pocillos",,9200.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,INMUNOFLUORESCENCIA IFI TEJIDOS,44558,"Kit completo, 12 portaobjetos de 4 pocillos",,5600.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,INMUNOFLUORESCENCIA IFI TEJIDOS,44609,"Kit completo, 12 portaobjetos de 4 pocillos",,6200.0,lista,,,,Más IVA
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,PREVECAL,18046,PREVECAL ANA 12 x 0.3 mL,,8206.0,lista,,,,Más IVA; Reporte: MENSUAL
PRECIOS AUTOINMUN.pdf,2025-06-10,Autoinmunidad,PREVECAL,18056,PREVECAL ANCA 4 x 0.3 mL,,8206.0,lista,,,,Más IVA; Reporte: TRIMESTRAL
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Distribuidor,,A-15,,,financiamiento,254000.0,292100.0,,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Distribuidor,,A-15 R,,,financiamiento,290000.0,333500.0,,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Distribuidor,,A-25,,,financiamiento,325000.0,373750.0,,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Distribuidor,,BA-200 C/ISE,,,financiamiento,620000.0,713000.0,744000.0,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Distribuidor,,BA-200 S/ISE,,,financiamiento,550000.0,632000.0,660000.0,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Distribuidor,,BA-400,,,financiamiento,750000.0,862500.0,900000.0,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Distribuidor,,BA-400 C/ISE,,,financiamiento,800000.0,920000.0,960000.0,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Distribuidor,,BTS,,,financiamiento,70000.0,,,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Laboratorio,,A-15,,,financiamiento,292000.0,335800.0,,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Laboratorio,,A-15 R,,,financiamiento,319000.0,366850.0,,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Laboratorio,,A-25,,,financiamiento,374000.0,430000.0,,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Laboratorio,,BA-200 C/ISE,,,financiamiento,713000.0,820000.0,855600.0,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Laboratorio,,BA-200 S/ISE,,,financiamiento,632000.0,726800.0,758400.0,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Laboratorio,,BA-400,,,financiamiento,862000.0,991300.0,1034000.0,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Laboratorio,,BA-400 C/ISE,,,financiamiento,920000.0,1058000.0,1104000.0,Más IVA
PRECIOS ESQUIPOS.pdf,2023-02-01,Equipos Biosystems,Laboratorio,,BTS-350,,,financiamiento,80000.0,,,Más IVA
