Date,AnalyzerSN,TestName,SampleClass,SampleType,VR1,BarcodeR1,VR2,BarcodeR2,CalibControlName,CalibControlLotNumber,SampleVolume,PackISE_SN,RefElectrode,NaElectrode,KElectrode,ClElectrode,LiElectrode,IsFactoryTest
2025-04-24 14:21:11,834001902,AST-GOT,BLANK,PLM,160,53111122453563071729_BC,40,53122122453563100601_BC,,	,16.5,	,,,,,,True
2025-04-24 14:21:19,834001902,AST-GOT,BLANK,PLM,160,53111122453563071729_BC,40,53122122453563100601_BC,,	,16.5,	,,,,,,True
2025-04-24 14:21:29,834001902,AST-GOT,BLANK,PLM,160,53111122453563071729_BC,40,53122122453563100601_BC,,	,16.5,	,,,,,,True
2025-04-24 14:21:38,834001902,AST-GOT,PATIENT,SER,160,53111122453563071729_BC,40,53122122453563100601_BC,,	,16.5,	,,,,,,True
2025-04-24 14:21:47,834001902,AST-GOT,PATIENT,SER,160,53111122453563071729_BC,40,53122122453563100601_BC,,	,16.5,	,,,,,,True
2025-04-24 14:21:56,834001902,AST-GOT,PATIENT,SER,160,53111122453563071729_BC,40,53122122453563100601_BC,,	,16.5,	,,,,,,True
2025-04-24 14:22:05,834001902,AST-GOT,PATIENT,SER,160,53111122453563071729_BC,40,53122122453563100601_BC,,	,16.5,	,,,,,,True
2025-04-24 14:22:14,834001902,AST-GOT,PATIENT,SER,160,53111122453563071729_BC,40,53122122453563100601_BC,,	,16.5,	,,,,,,True
